name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,powerPerf,category
AMD Athlon X4 860K,,4,3.7,4.0,95,,False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Aug 12th, 2014",29.97,3436,1531,36.16,Desktop
Intel Xeon E5-2630,36.65,6,2.3,2.3,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,15 MB,DDR3,,"Mar 6th, 2012",49.0,6131,1270,64.54,Server
Intel Core i7-860,270.0,4,2.8,2.8,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Sep 8th, 2009",43.99,2890,1319,30.42,Desktop
Intel Celeron 420,49.95,1,1.6,1.6,35,,False,Conroe-L,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",49.95,235,471,6.72,Desktop
Intel Core i7-4820K,168.0,4,3.7,3.9,130,,True,Ivy Bridge-E,Socket 2011,22 nm,10 MB,DDR3,,"Sep 1st, 2013",149.73,6501,1945,50.01,Desktop
AMD Opteron 6344,77.0,12,2.6,3.2,115,,False,,,,,,,,379.0,6069,1231,52.77,Server
Intel Core i5-2400S,99.07,4,2.5,2.5,65,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 9th, 2011",144.19,3160,1480,48.62,Desktop
Intel Core i9-7920X,538.5,12,2.9,4.4,140,,True,Skylake-X,Socket 2066,14 nm,16.5 MB,DDR4,,"Sep 10th, 2017",375.0,23292,2467,166.37,Desktop
Intel Core i3-10305,109.99,4,3.8,4.5,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14 nm,8 MB,DDR4,,"Mar 16th, 2021",159.99,9689,2834,149.06,Desktop
Intel Core i3-10300,178.24,4,3.7,4.4,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,8 MB,DDR4,,"Apr 30th, 2020",138.99,9284,2677,142.82,Desktop
Intel Xeon E5-2650,48.96,8,2.0,2.8,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",49.0,7335,1266,77.21,Server
Intel Core i7-4790S,,4,3.2,4.0,65,Intel HD Graphics 4000,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","May 11th, 2014",163.0,6954,2198,106.98,Desktop
AMD Athlon X4 950,,4,3.5,3.8,65,,False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",35.99,3611,1663,55.55,Desktop
Intel Core i9-9980XE,1998.95,18,3.0,4.4,165,,True,Skylake-X,Socket 2066,14 nm,24.75 MB,DDR4,,"Oct 19th, 2018",1442.21,31905,2566,193.37,Desktop
AMD A6-9500,89.95,2,3.5,3.8,65,Radeon R5 (on die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Sep 5th, 2016",75.42,1864,1618,28.68,Desktop
Intel Core i3-530,50.0,2,2.93,2.93,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",115.19,1449,1176,19.85,Desktop
Intel Core i5-9600,235.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Oct 19th, 2018",256.55,10369,2751,159.53,Desktop
AMD Athlon II X4 640,57.01,4,3.0,3.0,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",19.99,2171,1203,22.85,Desktop
Intel Core i7-4960X,1000.0,6,3.6,4.0,130,,True,Ivy Bridge-E,Socket 2011,22 nm,15 MB,DDR3,,"Sep 3rd, 2013",1250.0,9906,2078,76.2,Desktop
Intel Core i7-8700T,328.0,6,2.4,4.0,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,12 MB,DDR4,,"Apr 2nd, 2018",343.02,10431,2366,298.04,Desktop
Intel Pentium G2020,94.79,2,2.9,2.9,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 21st, 2013",50.0,1684,1566,30.61,Desktop
Intel Core i7-9800X,449.2,8,3.8,4.5,165,,True,Skylake-X,Socket 2066,14 nm,16.5 MB,DDR4,,"Oct 19th, 2018",650.0,18240,2595,110.54,Desktop
AMD A12-9800,160.0,4,3.8,4.2,65,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",124.85,3447,1607,53.03,Desktop
Intel Pentium G3258,88.86,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,"H81, B85, H87, Z87, H97, Z97","Jun 2nd, 2014",32.66,2091,1863,39.45,Desktop
Intel Core i5-3550,335.0,4,3.3,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",335.31,4783,1997,62.11,Desktop
AMD A8-9600,,4,3.1,3.4,65,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",98.99,3291,1486,50.62,Desktop
Intel Core i5-8500T,,6,2.1,3.5,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Apr 2nd, 2018",247.53,7699,2045,219.98,Desktop
Intel Core i5-7640X,148.63,4,4.0,4.2,112,,False,Kaby Lake-X,Socket 2066,14 nm,6 MB,DDR4,,"Jun 26th, 2017",65.0,6675,2511,59.6,Desktop
Intel Core i7-870,,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Sep 8th, 2009",199.88,3074,1392,32.36,Desktop
Intel Core i5-9500F,,6,3.0,4.4,65,,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Apr 23rd, 2019",182.0,10330,2676,158.92,Desktop
Intel Xeon E5-4620,50.0,8,2.2,2.6,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,16 MB,DDR3,,"May 14th, 2012",71.96,6830,1239,71.89,Server
Intel Core i5-3450,245.33,4,3.1,3.1,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",239.95,4497,1887,58.41,Desktop
Intel Core i5-2380P,,4,3.1,3.1,95,,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 30th, 2012",77.74,3797,1607,39.97,Desktop
Intel Core i3-3240,116.69,2,3.4,3.4,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",42.17,2287,1805,41.57,Desktop
Intel Core i7-980X,153.64,6,3.33,3.33,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Mar 16th, 2010",144.62,6813,1532,52.41,Desktop
Intel Core i7-950,113.69,4,3.06,3.06,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Jun 2nd, 2009",264.88,3154,1394,24.26,Desktop
Intel Core i7-4770S,150.61,4,3.1,3.1,65,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",1270.0,6819,2148,104.91,Desktop
Intel Core i3-6300,89.01,2,3.8,3.8,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,4 MB,DDR4,,"Sep 1st, 2015",163.49,4386,2295,86.0,Desktop
Intel Core i5-650,,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",33.98,2215,1386,30.34,Desktop
Intel Xeon E3-1230 V2,271.85,4,3.3,3.3,69,,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",61.97,6192,1994,89.75,Server
AMD Athlon 240GE,104.39,2,3.5,3.5,35,Radeon Vega 3,True,Zen,Socket AM4,14 nm,4 MB,DDR4,"AMD 300 Series, AMD 400 Series","Dec 21st, 2018",138.0,4551,1986,130.03,Desktop
Intel Celeron G4920,79.95,2,3.2,3.2,65,Intel UHD Graphics 610,False,Coffee Lake,Socket 1151,14 nm,6 MB,DDR4,,"Apr 3rd, 2018",212.73,2406,1965,44.56,Desktop
Intel Core i5-2320,255.39,4,3.0,3.0,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Sep 4th, 2011",303.5,3632,1512,38.23,Desktop
Intel Core i5-3350P,,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Sep 3rd, 2012",165.0,4237,1783,61.4,Desktop
Intel Core i5-4590S,,4,3.0,3.7,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"May 1st, 2014",260.0,5095,2052,78.39,Desktop
Intel Celeron G3930,55.0,2,2.9,2.9,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14 nm,2 MB,DDR4,,"Jan 3rd, 2017",179.88,2270,1794,44.51,Desktop
Intel Core i5-750,102.0,4,2.66,2.66,95,,False,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Sep 8th, 2009",200.0,2495,1242,26.27,Desktop
AMD Phenom II X4 955,,4,3.2,3.2,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 1st, 2009",176.18,2432,1304,19.46,Desktop
AMD Athlon II 160u,,1,1.8,1.8,20,,False,,,,,,,,29.99,358,717,17.89,Desktop
Intel Core i5-760,219.0,4,2.8,2.8,95,,False,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Jul 18th, 2010",265.0,2599,1309,27.36,Desktop
Intel Core i7-4771,,4,3.5,3.9,84,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Sep 1st, 2013",196.86,7074,2190,84.21,Desktop
Intel Core i7-5775C,220.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,Broadwell,Socket 1150,14 nm,6 MB,DDR3,"Z97, H97","May 15th, 2015",174.95,7801,2318,120.02,Desktop
Intel Core i7-3770S,183.0,4,3.1,3.1,65,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"Apr 29th, 2012",114.0,6178,2034,95.05,Desktop
Intel Core i7-990X,,6,3.467,3.467,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Feb 24th, 2011",1500.19,7137,1600,54.9,Desktop
Intel Pentium E5700,,2,3.0,3.0,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 8th, 2010",49.99,1017,1169,15.65,Desktop
Intel Core i3-4370,96.95,2,3.8,3.8,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"Jul 21st, 2014",299.0,3807,2126,70.49,Desktop
Intel Pentium E2200,,2,2.2,2.2,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Dec 2nd, 2007",54.0,752,841,11.57,Desktop
Intel Pentium G4600,,2,3.6,3.6,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",104.94,3605,2186,70.69,Desktop
Intel Core i9-9900T,,8,2.1,4.4,35,Intel UHD Graphics 630,True,Coffee Lake-R,Socket 1151,14 nm,16 MB,DDR4,,"Apr 23rd, 2019",439.0,13947,2505,398.49,Desktop
Intel Core i7-940,78.67,4,2.93,2.93,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Nov 17th, 2008",49.0,3066,1345,23.58,Desktop
Intel Core i5-6500T,,4,2.5,3.1,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,6 MB,"DDR3, DDR4","Intel 100 Series, Intel 200 Series","Jul 2nd, 2015",221.52,4845,1831,138.42,Desktop
Intel Core i5-3470S,,4,2.9,2.9,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Jun 1st, 2012",69.0,4353,1900,66.97,Desktop
Intel Pentium G3220,,2,3.0,3.0,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",64.8,1849,1695,34.24,Desktop
Intel Pentium G2030,,2,3.0,3.0,55,Intel HD Graphics,False,,,,,,,,29.0,1711,1599,31.11,Desktop
AMD A10-7890K,,4,4.1,4.3,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jan 11th, 2016",161.99,3477,1566,36.6,Desktop
Intel Core i3-10320,159.18,4,3.8,4.6,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,8 MB,DDR4,,"Apr 30th, 2020",133.95,10115,2848,155.61,Desktop
Intel Xeon E-2136,399.99,6,3.3,4.5,80,,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","Jul 12th, 2018",321.99,13356,2711,166.96,Server
Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",188.98,5319,1964,151.97,Desktop
Intel Core i5-4570S,163.93,4,2.9,2.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",169.59,4914,1981,75.59,Desktop
Intel Core i3-3250,74.98,2,3.5,3.5,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,"Intel 60 Series, Intel 70 Series","Jun 9th, 2013",82.9,2401,1830,43.65,Desktop
Intel Pentium E5300,59.49,2,2.6,2.6,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Nov 30th, 2008",59.49,906,1032,13.93,Desktop
Intel Core i3-8300,,4,3.7,3.7,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Feb 14th, 2018",265.7,6136,2262,98.97,Desktop
Intel Xeon E5-2670,,8,2.6,3.3,115,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",71.0,8902,1477,77.41,Server
Intel Celeron 430,,1,1.8,1.8,35,,False,Conroe-L,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",49.99,293,630,8.37,Desktop
Intel Core i3-4130T,77.14,2,2.9,2.9,35,Intel HD Graphics 4400,True,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",248.56,2874,1633,82.12,Desktop
AMD Phenom II X6 1055T,,6,2.8,2.8,125,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 1st, 2010",46.36,3195,1314,25.56,Desktop
Intel Core i3-9300,248.0,4,3.7,4.3,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,,,"Apr 23rd, 2019",194.99,7279,2666,117.4,Desktop
Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,,,"Sep 1st, 2013",188.0,4277,1790,65.79,Desktop
Intel Core i5-8400T,,6,1.7,3.3,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,,,"Apr 2nd, 2018",239.84,7447,1924,212.77,Desktop
Intel Core i5-4570T,128.8,2,2.9,2.9,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,,,"Jun 2nd, 2013",464.64,3136,1874,89.59,Desktop
Intel Core i7-3970X,239.87,6,3.5,3.5,150,,True,Sandy Bridge-E,Socket 2011,32 nm,15 MB,,,"Nov 1st, 2012",187.0,8373,1832,55.82,Desktop
AMD A8-7650K,,4,3.3,3.7,95,Radeon R7 (on-die),False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jan 7th, 2015",39.62,3013,1372,46.36,Desktop
AMD Athlon II X4 630,52.6,4,2.8,2.8,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"Sep 16th, 2009",48.04,2093,1138,22.04,Desktop
Intel Core i7-3960X,782.9,6,3.3,3.3,130,,True,Sandy Bridge-E,Socket 2011,32 nm,15 MB,DDR3,,"Nov 14th, 2011",159.99,8596,1816,66.12,Desktop
Intel Celeron G1610,,2,2.6,2.6,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,2 MB,DDR3,,"Dec 3rd, 2012",37.0,1478,1359,26.88,Desktop
Intel Core i5-2300,,4,2.8,2.8,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 9th, 2011",40.26,3380,1429,35.58,Desktop
Intel Core i9-9820X,,10,3.3,4.1,165,,True,Skylake-X,Socket 2066,14 nm,16.5 MB,DDR4,,"Oct 19th, 2018",685.0,18288,2406,110.84,Desktop
Intel Pentium Gold G6500,89.99,2,4.1,4.1,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,4 MB,DDR4,,"Apr 30th, 2020",96.99,4147,2491,71.5,Desktop
Intel Core i7-930,271.69,4,2.8,2.8,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Feb 28th, 2010",29.99,2877,1276,22.13,Desktop
Intel Core i7-960,379.99,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Oct 20th, 2009",298.61,3245,1452,24.96,Desktop
Intel Core i7-6700T,,4,2.8,3.6,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,8 MB,DDR4,,"Sep 1st, 2015",299.0,7271,2091,207.74,Desktop
AMD Athlon X4 880K,,4,4.0,4.2,95,,False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H",Dec-15,94.65,3676,1628,38.69,Desktop
Intel Xeon E-2278G,,8,3.4,5.0,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,16 MB,DDR4,"C242, C246","May 29th, 2019",494.0,17706,2951,221.33,Server
Intel Pentium G3420,62.25,2,3.2,3.2,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",49.95,1990,1805,36.86,Desktop
Intel Celeron E3400,,2,2.6,2.6,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 17th, 2010",14.99,829,1007,12.76,Desktop
AMD A10-7870K,324.6,4,3.9,4.1,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","May 28th, 2015",382.46,3485,1510,36.69,Desktop
Intel Core i3-6098P,81.63,2,3.6,3.6,54,Intel HD Graphics 510,True,,,,,,,,325.0,4170,2160,77.23,Desktop
Intel Pentium Gold G5400T,98.95,2,3.1,3.1,35,Intel UHD Graphics 610,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",109.95,3119,1807,89.12,Server
Intel Core i3-9100T,,4,3.1,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,6 MB,DDR4,,"Sep 1st, 2018",122.0,5419,2106,154.82,Desktop
Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket G2 (988B),22 nm,3 MB,unknown,,"Jan 1st, 2013",195.0,4165,1771,54.09,Desktop
AMD Phenom II X4 820,56.64,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",69.95,2103,1138,22.14,Desktop
Intel Core i3-3210,199.0,2,3.2,3.2,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 1st, 2013",70.0,2112,1695,38.4,Desktop
Intel Core i5-4460S,,4,2.9,3.4,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,"Intel 80 Series, Intel 90 Series","May 11th, 2014",659.99,4503,1847,69.28,Desktop
Intel Core i5-7400T,,4,2.4,3.0,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",174.85,4710,1763,134.57,Desktop
AMD A12-9800E,138.02,4,3.1,3.8,35,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",169.0,3182,1551,90.92,Desktop
Intel Core i5-3450S,95.0,4,2.8,2.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",95.0,4264,1851,65.59,Desktop
AMD A6-7470K,89.0,2,3.7,4.0,65,Radeon R5 (on die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Feb 2nd, 2016",35.22,1799,1576,27.68,Desktop
Intel Core i9-7940X,,14,3.1,4.4,165,,True,Skylake-X,Socket 2066,14 nm,19.25 MB,DDR4,,"Sep 1st, 2017",548.87,26508,2490,160.65,Desktop
Intel Core i3-7320,80.01,2,4.1,4.1,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,4 MB,DDR4,,"Jan 3rd, 2017",177.19,4856,2499,95.21,Desktop
Intel Core i9-9960X,1399.99,16,3.1,4.4,165,,True,Skylake-X,Socket 2066,14 nm,22 MB,DDR4,,"Oct 19th, 2018",1498.95,30655,2631,185.79,Desktop
Intel Core i5-9500T,,6,2.2,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,"Z390, Z370, H370, Q370, B360, B365, H610","Apr 1st, 2018",192.0,8256,2200,235.88,Desktop
Intel Xeon E3-1240 V2,345.0,4,3.4,3.4,69,,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",99.99,6301,2044,91.32,Server
Intel Core i7-970,,6,3.2,3.2,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Jul 19th, 2010",520.0,6499,1455,49.99,Desktop
Intel Core i5-6600T,294.98,4,2.7,3.5,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,6 MB,,,"Jul 2nd, 2015",121.98,5655,2096,161.56,Desktop
Intel Core i3-8100T,,4,3.1,3.1,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,6 MB,,,"Apr 2nd, 2018",262.83,5291,1922,151.18,Desktop
Intel Core i5-4590T,,4,2.0,2.0,35,Intel HD Graphics 4000,True,Haswell,Socket 1150,22 nm,6 MB,,,"May 11th, 2014",209.95,3982,1648,113.78,Desktop
Intel Core i7-4790T,185.86,4,2.7,3.9,45,,True,Haswell,Socket 1150,22 nm,8 MB,,,"May 1st, 2014",893.0,6291,2100,139.81,Desktop
Intel Celeron G3920,495.09,2,2.6,2.6,35,Intel HD Graphics 510,False,Skylake,Socket 1151,14 nm,4 MB,"DDR3, DDR4",,"Sep 1st, 2015",1018.0,2310,1740,45.3,Desktop
