chipset,core_clock,boost_clock,memory_clock,memory,memory_ver,bus_width,shaders,TMUs,ROPs,PCIe,TDP,rec_psu,detail_URL,g3dmark,g2dmark,api_score,blender_score,no_benchmark,1080p_fps,1440p_fps,4k_fps,fps_score
GeForce GTX 470,608,607,837,1.25,5,320,448,56,40,PCIe 2.0 x16,215,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-470.c267,0.09241316590296968,0.3036896877956481,0.043989423969644365,0.011967157679554797,0.0,26.0,14.0,8.0,0.16058136689312663
GeForce GTS 250,702,675,1000,1.0,3,256,128,64,16,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/geforce-gts-250.c241,0.003952569169960476,0.0293282876064333,0.02841349564814146,0.010784067557497768,0.0,,,,0.08499563915178729
Radeon HD 7970,925,1000,1375,3.0,5,384,2048,128,32,PCIe 3.0 x16,250,600 W,https://www.techpowerup.com/gpu-specs/radeon-hd-7970.c296,0.20076987652593659,0.5901419110690633,0.16123812155822614,0.022347191556230828,0.0,51.0,37.0,19.0,0.2242506859584573
Quadro 5000,513,513,750,5.0,5,320,352,44,40,PCIe 2.0 x16,152,450 W,https://www.techpowerup.com/gpu-specs/quadro-5000.c897,0.051663227115324076,0.2989593188268685,0.02565292859161183,0.01831805516665212,0.0,,,,0.1256346512714581
Radeon HD 7770 GHz Edition,1000,1000,1125,1.0,5,128,640,40,16,PCIe 3.0 x16,80,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-7770-ghz-edition.c308,0.06094651789149673,0.522081362346263,0.060923182497073416,0.007247711335221485,0.0,,,,0.14666262313938067
FirePro V5900,600,600,500,2.0,5,256,512,32,32,PCIe 2.0 x16,75,250 W,https://www.techpowerup.com/gpu-specs/firepro-v5900.c577,0.026793521983979857,0.27625354777672656,0.010929237476284664,0.004858847183140611,0.0,,,,0.12525044855802991
Radeon R5 220,650,650,533,1.0,3,64,80,8,4,PCIe 2.0 x16,19,200 W,https://www.techpowerup.com/gpu-specs/radeon-r5-220-oem.c2544,0.0042058134247437845,0.1323368022705771,0.0036014067282544365,0.0006975397331790984,0.0,,,,0.05824972941743281
GeForce 9600 GT,650,650,900,0.5,3,256,64,32,16,PCIe 2.0 x16,95,250 W,https://www.techpowerup.com/gpu-specs/geforce-9600-gt.c206,0.0,0.0,0.011113075756407716,0.0011346773835699687,0.0,,,,0.07901995666693855
FirePro S9150,900,900,1250,16.0,5,512,2816,176,64,PCIe 3.0 x16,235,550 W,https://www.techpowerup.com/gpu-specs/firepro-s9150.c2608,0.25621672671307144,0.649441816461684,0.1726433340323422,0.03045676898524512,0.0,,,,0.28907985095539196
FirePro V5700,700,700,900,0.5,3,128,320,32,8,PCIe 2.0 x16,56,250 W,https://www.techpowerup.com/gpu-specs/firepro-v5700.c858,0.010028332575466092,0.18298959318826868,0.008667517810321152,0.001380650511745907,0.0,,,,0.07854587129967396
GeForce GTX 285,648,648,1242,1.0,3,512,240,80,32,PCIe 2.0 x16,204,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-285.c238,0.03655252020007695,0.05392620624408705,0.06460478339482933,0.011675663724261601,0.0,19.0,12.0,7.0,0.14980257520591
Radeon HD 5850,500,725,1000,1.0,5,128,800,40,16,PCIe 2.0 x16,30,200 W,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-5850.c1654,0.05110357130364826,0.3254493850520341,0.011798972860891837,0.006606089539084405,0.0,,,,0.11912765819627226
Radeon HD 6970,880,890,1375,2.0,5,256,1536,96,32,PCIe 2.0 x16,250,600 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6970.c258,0.08247927524572388,0.3500473036896878,0.03814812178484709,0.013159413171508701,0.0,35.0,25.0,11.0,0.1854081933919109
Quadro NVS 450,480,480,700,0.25,3,64,16,8,4,PCIe 1.0 x16,35,200 W,https://www.techpowerup.com/gpu-specs/quadro-nvs-450.c1449,0.004399944034418832,0.13338694418164618,0.003498365725862038,0.0008285096557707412,0.0,,,,0.03663487444775737
FireGL V7300,594,594,648,0.5,3,256,16,8,16,PCIe 1.0 x16,97,250 W,https://www.techpowerup.com/gpu-specs/firegl-v7300.c852,0.013558862965942612,0.15624597918637653,0.008801537006120986,0.0010418378479283097,0.0,,,,0.07019739365290703
Radeon HD 7790,1000,1075,1500,1.0,5,128,896,56,16,PCIe 3.0 x16,85,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-7790.c2100,0.09041939207387457,0.37748344370860926,0.07490426636177021,0.0077696707352340345,0.0,23.0,13.0,8.0,0.15627632396700106
Radeon R7 265,900,925,1400,2.0,5,256,1024,64,32,PCIe 3.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/radeon-r7-265.c2558,0.11824338032110253,0.47088930936613055,0.08897791950914301,0.01204693771067727,0.0,28.0,19.0,12.0,0.17246069586972873
Quadro K2000D,954,954,1000,2.0,5,128,384,32,16,PCIe 2.0 x16,51,250 W,https://www.techpowerup.com/gpu-specs/quadro-k2000d.c2021,0.03879114344678023,0.31788079470198677,0.014098009930165908,0.003450746465059131,0.0,,,,0.13376974523075916
FirePro V4900,800,800,1000,1.0,5,128,480,24,8,PCIe 2.0 x16,75,250 W,https://www.techpowerup.com/gpu-specs/firepro-v4900.c578,0.01640491097974746,0.24408703878902555,0.005600855770395188,0.0021372755134672784,0.0,,,,0.10261084393035709
FirePro W7000,950,950,1200,4.0,5,256,1280,80,32,PCIe 3.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-w7000.c587,0.1319038791143447,0.4645222327341532,0.09086505469664553,0.02126205919390647,0.0,,,,0.18957720550417
Radeon R9 285,918,965,1375,2.0,5,256,1792,112,32,PCIe 3.0 x16,190,450 W,https://www.techpowerup.com/gpu-specs/radeon-r9-285.c2609,0.21599216481863653,0.5080416272469253,0.14325254539957535,0.014781561234310611,0.0,39.0,28.0,16.0,0.19835569091409302
FirePro S7000,950,950,1200,4.0,5,256,1280,80,32,PCIe 3.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-s7000.c801,0.1280562454090734,0.5250709555345316,0.08850496041487173,0.02126205919390647,0.0,,,,0.18957720550417
Radeon HD 5870,2235,870,1313,1.0,5,256,1600,80,32,PCIe 2.0 x16,188,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5870.c253,0.061597117772569876,0.33112582781456956,0.005005449481290114,0.013198186205429754,0.0,,,,0.18927711575609257
Radeon HD 4850,503,625,850,1.0,3,256,800,40,16,PCIe 2.0 x16,110,300 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4850.c493,0.015670362726922946,0.04730368968779565,0.01685701831545996,0.00967154619331126,0.0,,,,0.0971727471342728
Radeon HD 6870,900,900,1050,1.0,5,256,1120,56,32,PCIe 2.0 x16,151,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6870.c256,0.06009304277869111,0.31882686849574265,0.020021797925160456,0.012186193188860175,0.0,28.0,14.0,9.0,0.16381824127367217
GeForce GTX 560 Ti 448,732,797,950,1.25,5,320,448,56,40,PCIe 2.0 x16,210,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-ti-448.c289,0.10816432893770332,0.3830842005676443,0.03543584655558039,0.011967157679554797,0.0,,,,0.16190806409200018
Radeon HD 7970 GHz Edition,1000,1000,1500,3.0,5,384,2048,128,32,PCIe 3.0 x16,300,700 W,https://www.techpowerup.com/gpu-specs/radeon-hd-7970-ghz-edition.c365,0.2005656021546749,0.59120151371807,0.16123812155822614,0.022347191556230828,0.0,59.0,42.0,19.0,0.23826635202621946
FirePro W8100,824,824,1250,8.0,5,512,2560,160,64,PCIe 3.0 x16,220,550 W,https://www.techpowerup.com/gpu-specs/firepro-w8100.c2588,0.23862324670327745,0.6613055818353832,0.1506983409356961,0.027267319718398218,0.0,,,,0.2723765493486376
FirePro V7900,725,725,1250,2.0,5,256,1280,80,32,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-v7900.c580,0.06313617125467838,0.24976348155156103,0.04666324489541425,0.01300862830064249,0.0,,,,0.1633576011902888
Radeon R7 350,800,925,1125,2.0,5,128,512,32,16,PCIe 3.0 x16,55,250 W,https://www.techpowerup.com/gpu-specs/radeon-r7-350.c3135,0.04132525330255227,0.35683853673919896,0.05641222298470108,0.003997914457567702,0.0,,,,0.1339993040689372
Radeon RX 550 - 640,1019,1190,1500,2.0,5,128,640,40,16,PCIe 3.0 x8,60,250 W,https://www.techpowerup.com/gpu-specs/radeon-rx-550-640sp.c3083,0.11668613802511456,0.4176631977294229,0.060760675043579765,0.007297187501434472,0.0,,,,0.16880362236134988
FirePro 2450,400,600,400,0.25,3,64,40,4,4,PCIe 2.0 x16,32,200 W,https://www.techpowerup.com/gpu-specs/firepro-2450-multi-view.c1384,0.004204764070096893,0.13282876064333018,0.003498365725862038,0.0007644668248802313,0.0,,,,0.05113810791490535
NVS 810,902,1020,900,2.0,3,64,512,32,16,PCIe 3.0 x16,68,250 W,https://www.techpowerup.com/gpu-specs/nvs-810.c2772,0.022246318514113822,0.239356669820246,0.04637191537838368,0.004269991293663653,0.0,,,,0.1378980702071291
FirePro V7900 SDI,725,725,1250,2.0,5,256,1280,80,32,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-v7900-sdi.c576,0.0724761271817832,0.3059035004730369,0.04666324489541425,0.01300862830064249,0.0,,,,0.1633576011902888
FirePro S9050,900,900,1375,12.0,5,384,1792,112,32,PCIe 3.0 x16,225,550 W,https://www.techpowerup.com/gpu-specs/firepro-s9050.c2607,0.15376543425793138,0.2923368022705771,0.1532657189042463,0.022671598217113675,0.0,,,,0.19735775053445642
GeForce GTX 275,633,633,1134,0.875,3,448,240,80,28,PCIe 2.0 x16,219,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-275.c621,0.031340725453845884,0.043519394512771994,0.026816881045244757,0.011161668556354776,0.0,,,,0.10416603829652016
GeForce GT 430,700,735,800,0.5,3,64,96,16,4,PCIe 2.0 x16,49,200 W,https://www.techpowerup.com/gpu-specs/geforce-gt-430.c603,0.0034278918465143957,0.1239356669820246,0.006953134460905019,0.0007750628493436594,0.0,,,,0.06892051155573839
GeForce 7200 GS,450,450,334,0.125,2,64,2,2,4,PCIe 1.0 x16,40,200 W,https://www.techpowerup.com/gpu-specs/geforce-7200-gs.c723,0.004399944034418832,0.13338694418164618,0.004889915917290098,0.000886324931489244,0.0,,,,0.0284008015213206
Radeon HD 6750,700,700,1150,1.0,5,128,720,36,16,PCIe 2.0 x16,86,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6750.c279,0.017489244114869358,0.23084200567644275,0.00940588967032325,0.002285321484147275,0.0,,,,0.11380152153373256
Radeon HD 5550,550,550,800,0.5,5,128,320,16,8,PCIe 2.0 x16,39,200 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5550.c1034,0.009832802826261852,0.1809933774834437,0.006355979060034423,0.0015444642848945875,0.0,,,,0.06865225564017827
Radeon HD 5750,700,700,1150,1.0,5,128,720,36,16,PCIe 2.0 x16,86,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5750.c249,0.0227709958375599,0.261116367076632,0.0020586929318209346,0.002285321484147275,0.0,,,,0.11380152153373256
FirePro V3900,650,650,900,1.0,3,128,480,24,8,PCIe 2.0 x16,50,250 W,https://www.techpowerup.com/gpu-specs/firepro-v3900.c579,0.00549162265206898,0.17218543046357615,0.00441004319218504,0.0018589099177258853,0.0,,,,0.07691603421677733
GeForce GT 620,700,700,900,1.0,3,64,96,16,4,PCIe 2.0 x16,49,200 W,https://www.techpowerup.com/gpu-specs/geforce-gt-620.c820,0.0036877820140613533,0.1275307473982971,0.004157752391716788,0.0006975397331790984,0.0,,,,0.06484190643518797
Radeon HD 7870 XT,925,925,1500,2.0,5,256,1536,96,32,PCIe 3.0 x16,185,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-7870-xt.c1860,0.138689705830914,0.5685903500473037,0.0548041583210574,0.013159413171508701,0.0,,,,0.19451081808903073
Radeon R7 250X,950,1000,1125,1.0,5,128,640,40,16,PCIe 3.0 x16,80,250 W,https://www.techpowerup.com/gpu-specs/radeon-r7-250x.c2553,0.061702053237259094,0.5458845789971618,0.07389092964114155,0.007247711335221485,0.0,,,,0.14666262313938067
Radeon R9 Nano,1000,1000,500,4.0,4,4096,4096,256,64,PCIe 3.0 x16,175,450 W,https://www.techpowerup.com/gpu-specs/radeon-r9-nano.c2735,0.29053027388156283,0.6314947965941344,0.3398572959665061,0.04369392713913461,0.0,71.0,53.0,32.0,0.27710884459276586
FirePro RG220A,500,800,800,0.5,3,256,80,8,4,PCIe 2.0 x16,35,200 W,https://www.techpowerup.com/gpu-specs/firepro-rg220a.c584,0.007930282043210096,0.15961684011352886,0.01015244327188896,0.0007790946940311888,0.0,,,,0.07259944552857123
GeForce GTX 760 X2,1006,1072,1502,2.0,5,256,1152,96,32,PCIe 3.0 x16,250,600 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-760-x2.c2521,0.14601140298716286,0.47009460737937553,0.10407901326970682,0.011774095818663392,0.0,,,,0.20081403610261295
FirePro V3800,650,650,900,0.5,3,64,400,20,8,PCIe 2.0 x16,43,200 W,https://www.techpowerup.com/gpu-specs/firepro-v3800.c571,0.006826401762915806,0.15811731315042574,0.004214240769032004,0.0012733667203735958,0.0,,,,0.07554652696369318
Radeon HD 4650,550,600,667,1.0,3,128,320,32,8,PCIe 2.0 x16,48,200 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4650.c233,0.010465563678337824,0.1801608325449385,0.00774934128342868,0.0013678205240021033,0.0,,,,0.06689271381109507
Radeon HD 4550,550,625,700,0.5,3,64,80,8,4,MXM-II,25,200 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4550.c232,0.004053307216062122,0.1301419110690634,0.004426551081439257,0.0007831494903962537,0.0,,,,0.055336440046041734
GeForce 9600 GSO,550,650,800,0.375,3,192,96,48,12,PCIe 2.0 x16,84,250 W,https://www.techpowerup.com/gpu-specs/geforce-9600-gso.c215,0.017009689041239638,0.1282686849574267,0.02568718958381603,0.007504487052958692,0.0,,,,0.07379184666604321
Radeon HD 5670,650,775,795,0.5,3,128,400,20,8,PCIe 2.0 x16,64,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5670.c248,0.0097589982160971,0.20719016083254493,0.0049045331611028125,0.0012907334897107666,0.0,,,,0.08906963377354034
Radeon HD 4830,575,575,900,0.5,3,256,640,32,16,PCIe 2.0 x16,95,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4830.c282,0.012417363321557243,0.019867549668874177,0.011338793548406991,0.001974020231138694,0.0,,,,0.08652047381220798
GeForce GT 440,810,810,900,1.0,3,128,96,16,4,PCIe 2.0 x16,65,250 W,https://www.techpowerup.com/gpu-specs/geforce-gt-440.c600,0.009129385427961805,0.16840113528855252,0.00873935332822024,0.0006894530921265037,0.0,,,,0.07661703962581798
GeForce GTX 560 Ti X2,850,850,1002,1.0,5,256,384,64,32,PCIe 2.0 x16,170,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-ti-x2.c1927,0.08533981601315192,0.3380132450331126,0.030601515215766886,0.0117060746969996,0.0,,,,0.152032273612656
Radeon HD 4890,850,850,975,1.0,5,256,800,40,16,PCIe 2.0 x16,190,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4890.c244,0.0359578859001714,0.04068117313150427,0.014677260545853905,0.009722032233335927,0.0,,,,0.13160742496353306
FirePro V5800,690,700,1000,1.0,5,128,800,40,16,PCIe 2.0 x16,74,250 W,https://www.techpowerup.com/gpu-specs/firepro-v5800.c2441,0.023820350484452066,0.2639545884578997,0.010313647923142131,0.006606089539084405,0.0,,,,0.1162143688233739
FirePro R5000,825,825,800,2.0,5,256,768,48,32,PCIe 3.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-r5000.c2037,0.07492392178810033,0.5345316934720907,0.03165920747990857,0.011772167877750183,0.0,,,,0.1593169548145973
FirePro V7750,800,800,900,1.0,3,128,320,32,8,PCIe 2.0 x16,76,250 W,https://www.techpowerup.com/gpu-specs/firepro-v7750.c860,0.014722135886429843,0.2122286795512907,0.00910024754919665,0.0013777662509352844,0.0,,,,0.09019902878222368
Quadro K4000M,601,600,700,4.0,5,256,960,80,32,MXM-B (3.0),100,300 W,https://www.techpowerup.com/gpu-specs/quadro-k4000m.c1422,0.050508937003742704,0.2753074739829707,0.015692487789125256,0.019573504277427628,0.0,,,,0.13976871809265798
FirePro 2460,500,500,500,0.5,3,256,80,8,4,PCIe 2.0 x16,17,200 W,https://www.techpowerup.com/gpu-specs/firepro-2460-multi-view.c1385,0.006226695582216939,0.14257332071901607,0.008801537006120986,0.0007871813350837831,0.0,,,,0.03763997308092207
FirePro W8000,900,900,1375,4.0,5,256,1792,112,32,PCIe 3.0 x16,225,550 W,https://www.techpowerup.com/gpu-specs/firepro-w8000.c586,0.12707684773864075,0.4824976348155156,0.1405348833009167,0.021673307352034345,0.0,,,,0.19944443061962908
Radeon HD 5830,800,800,1000,1.0,5,256,1120,56,16,PCIe 2.0 x16,175,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5830.c251,0.04302354052257862,0.304635761589404,0.03066512085306989,0.011233392548661377,0.0,,,,0.1354322354004183
Radeon HD 5970,725,850,1000,1.0,5,256,1600,80,32,PCIe 2.0 x16,295,600 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5970.c254,0.06100248347266431,0.315042573320719,0.022351994080974123,0.013198186205429754,0.0,,,,0.1869464842939488
Radeon HD 5570,550,650,800,1.0,3,128,400,20,8,PCIe 2.0 x16,39,200 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5570.c2216,0.00851568785197104,0.17859981078524126,0.0038852783272110766,0.0012436978518759977,0.0,,,,0.07450318692110683
Radeon HD 4670 X2,750,725,700,0.5,3,128,320,32,8,PCIe 2.0 x16,118,300 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4670-x2.c1169,0.013501696456679143,0.20343424787133396,0.008667517810321152,0.0013905962386790889,0.0,,,,0.0814591606635286
Radeon HD 6990,830,830,1250,2.0,5,256,1536,96,32,PCIe 2.0 x16,375,750 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6990.c275,0.08772604848018468,0.5392620624408704,0.03814812178484709,0.013159413171508701,0.0,55.0,40.0,18.0,0.23072443471954834
FirePro V8800,825,825,1150,2.0,5,256,1600,80,32,PCIe 2.0 x16,208,550 W,https://www.techpowerup.com/gpu-specs/firepro-v8800.c570,0.06009304277869111,0.3888363292336802,0.04179791536828289,0.013119217133580292,0.0,,,,0.18403319492105044
FirePro W600,750,600,1000,2.0,5,128,512,32,16,PCIe 3.0 x16,75,250 W,https://www.techpowerup.com/gpu-specs/firepro-w600.c562,0.043618174822484174,0.5402081362346263,0.013158847473976736,0.0038810904188987146,0.0,,,,0.09612654226044799
FirePro W4300,930,930,1500,4.0,5,128,768,48,16,PCIe 3.0 x16,50,250 W,https://www.techpowerup.com/gpu-specs/firepro-w4300.c2781,0.08247927524572388,0.6726584673604541,0.072331525699001,0.01853806229697329,0.0,,,,0.14242886386811565
GeForce GTX 465,608,607,802,1.0,5,256,352,44,32,PCIe 2.0 x16,200,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-465.c266,0.07611319038791144,0.3727530747398297,0.033776692366689544,0.010817056768679213,0.0,,,,0.12202666615059647
GeForce GTX 460 SE,650,660,850,1.0,5,256,288,48,32,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-se.c357,0.051383399209486175,0.282876064333018,0.021818108424494408,0.0116856783062274,0.0,,,,0.12655559059622312
Radeon HD 6790,840,900,1050,1.0,5,256,800,40,16,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6790.c283,0.03875616495855049,0.293282876064333,0.014677260545853905,0.009722032233335927,0.0,,,,0.1374340036972715
GeForce GTX 460 X2,701,700,900,1.0,5,256,336,56,32,PCIe 2.0 x16,160,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-x2.c1928,0.06326034488789395,0.30553453169347206,0.030168785476891377,0.0116856783062274,0.0,,,,0.13288469548933868
Radeon HD 6870 X2,900,900,1050,1.0,5,256,1120,56,32,PCIe 2.0 x16,300,700 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6870-x2.c1174,0.06519675399629228,0.3241438032166509,0.030671477234676878,0.012186193188860175,0.0,,,,0.17829597925969345
Radeon HD 5670,650,775,795,1.0,5,128,400,20,8,PCIe 2.0 x16,64,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5670.c248,0.0097589982160971,0.20719016083254493,0.0049045331611028125,0.0015415800240839636,0.0,,,,0.09728470726781739
GeForce GTX 560 SE,736,746,957,1.0,5,192,288,48,24,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-se.c341,0.05533596837944664,0.3339640491958373,0.025663020223630564,0.008002094723103306,0.0,,,,0.1220153528847763
FirePro V9800,850,850,1150,4.0,5,256,1600,80,32,PCIe 2.0 x16,250,600 W,https://www.techpowerup.com/gpu-specs/firepro-v9800.c569,0.07772220084647942,0.5629139072847682,0.05155071256319828,0.02072863160568404,0.0,,,,0.1869464842939488
Radeon R7 260,1000,1000,1500,2.0,5,128,768,48,16,PCIe 3.0 x16,95,250 W,https://www.techpowerup.com/gpu-specs/radeon-r7-260.c2511,0.0834936514043863,0.47209082308420053,0.07416851929230056,0.007643933795121082,0.0,,,,0.1505860741062019
FirePro V8750,750,750,900,2.0,5,256,800,40,16,PCIe 2.0 x16,151,450 W,https://www.techpowerup.com/gpu-specs/firepro-v8750.c862,0.05546783728007276,0.3185052034058657,0.02099888172262639,0.009710946573085024,0.0,,,,0.1199542674749542
FirePro S9000,900,900,1375,6.0,5,384,1792,112,32,PCIe 3.0 x16,225,550 W,https://www.techpowerup.com/gpu-specs/firepro-s9000.c1879,0.15929203539823011,0.4739829706717124,0.15368857368627703,0.02189972565094781,0.0,,,,0.19735775053445642
FirePro S10000,825,825,1250,3.0,5,384,1792,112,32,PCIe 3.0 x16,375,750 W,https://www.techpowerup.com/gpu-specs/firepro-s10000.c802,0.16824652838504323,0.4096499526963103,0.18521172243975292,0.02102582522756586,0.0,,,,0.18861788246399452
